source_type,source_path,filename,extension,assigned_majors,word_count,preview_top_words
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 523,.csv-row,Electrical Engineering,10,renewable; energy; systems
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 524,.csv-row,Electrical Engineering,10,renewable; energy; systems
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 525,.csv-row,Electrical Engineering,10,silicon; fabrication
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 526,.csv-row,Electrical Engineering,10,silicon; fabrication
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 527,.csv-row,Unclassified EECS,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 528,.csv-row,Unclassified EECS,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 529,.csv-row,Unclassified EECS,10,fundamentals
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 530,.csv-row,Unclassified EECS,10,fundamentals
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 531,.csv-row,Computer Engineering,95,fundamentals; computer; entering; fewer; satisfy; specified; section; transfer
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 532,.csv-row,Unclassified EECS,13,design
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 533,.csv-row,Unclassified EECS,13,design
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 534,.csv-row,Unclassified EECS,13,design
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 535,.csv-row,Unclassified EECS,13,design
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 536,.csv-row,Unclassified EECS,13,design
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 537,.csv-row,Unclassified EECS,13,design
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 538,.csv-row,Unclassified EECS,13,design
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 539,.csv-row,Unclassified EECS,13,design
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 540,.csv-row,Unclassified EECS,7,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 541,.csv-row,Unclassified EECS,7,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 542,.csv-row,Unclassified EECS,7,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 543,.csv-row,Unclassified EECS,7,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 544,.csv-row,Unclassified EECS,7,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 545,.csv-row,Unclassified EECS,7,
