resource_type,link_text,url,source_page,note
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/assistantships/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/assistantships/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/assistantships/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/assistantships/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Teaching Assistantship,https://forms.office.com/pages/responsepage.aspx?id=wcnDYyToP0G0NS8Mq7KCjxEuiGU0ZjhDnRjHsMAbo35UQzFCTlQzRkYxSjJRQUxRTFA3RkRJRFpZSy4u&route=shorturl,https://www.fau.edu/engineering/eecs/graduate/assistantships/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Undergraduate Teaching Assistantship,https://forms.office.com/pages/responsepage.aspx?id=wcnDYyToP0G0NS8Mq7KCjxEuiGU0ZjhDnRjHsMAbo35UQk9FVlRTVTFQTjhOVzYxRzJaVjhGMllGMS4u&route=shorturl,https://www.fau.edu/engineering/eecs/graduate/assistantships/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/assistantships/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/grad-program-contacts/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/grad-program-contacts/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/grad-program-contacts/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/grad-program-contacts/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/grad-program-contacts/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/ms/artificial-intelligence/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/ms/artificial-intelligence/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/ms/artificial-intelligence/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/ms/artificial-intelligence/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/ms/artificial-intelligence/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/ms/computer-engineering/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/ms/computer-engineering/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/ms/computer-engineering/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/ms/computer-engineering/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/ms/computer-engineering/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/ms/computer-science/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/ms/computer-science/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/ms/computer-science/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/ms/computer-science/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/ms/computer-science/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/ms/electrical/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/ms/electrical/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/ms/electrical/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/ms/electrical/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/ms/electrical/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/ms/data-science-and-analytics/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/ms/data-science-and-analytics/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/ms/data-science-and-analytics/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/ms/data-science-and-analytics/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/ms/data-science-and-analytics/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/ms/it-management/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/ms/it-management/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/ms/it-management/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/ms/it-management/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,click here,https://business.fau.edu/masters-phd/master-of-science/ms-in-information-technology-management/,https://www.fau.edu/engineering/eecs/graduate/ms/it-management/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/ms/it-management/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/honors-college-joint-bsms/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/honors-college-joint-bsms/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/honors-college-joint-bsms/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/honors-college-joint-bsms/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/honors-college-joint-bsms/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/nursing-joint-bsms/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/nursing-joint-bsms/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/nursing-joint-bsms/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/nursing-joint-bsms/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/nursing-joint-bsms/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/mechanical-joint-bsms/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/mechanical-joint-bsms/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/mechanical-joint-bsms/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/mechanical-joint-bsms/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/mechanical-joint-bsms/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/phd/computer-engineering/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/phd/computer-engineering/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/phd/computer-engineering/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/phd/computer-engineering/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/phd/computer-engineering/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/phd/computer-science/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/phd/computer-science/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/phd/computer-science/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/phd/computer-science/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/phd/computer-science/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/phd/electrical/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/phd/electrical/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/phd/electrical/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/phd/electrical/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/phd/electrical/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/certificates/artificial-intelligence/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/certificates/artificial-intelligence/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/certificates/artificial-intelligence/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/certificates/artificial-intelligence/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/certificates/artificial-intelligence/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,©,https://a.cms.omniupdate.com/11/?skin=fau&account=chordata&site=Primary&action=de&path=/engineering/eecs/graduate/certificates/artificial-intelligence/index.pcf,https://www.fau.edu/engineering/eecs/graduate/certificates/artificial-intelligence/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/certificates/big-data/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/certificates/big-data/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/certificates/big-data/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/certificates/big-data/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,click here,https://business.fau.edu/masters-phd/master-of-science/ms-in-information-technology-management/certificates/big-data-analytics/,https://www.fau.edu/engineering/eecs/graduate/certificates/big-data/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/certificates/big-data/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,©,https://a.cms.omniupdate.com/11/?skin=fau&account=chordata&site=Primary&action=de&path=/engineering/eecs/graduate/certificates/big-data/index.pcf,https://www.fau.edu/engineering/eecs/graduate/certificates/big-data/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/certificates/biomedical-engineering/index.php,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/certificates/biomedical-engineering/index.php,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/certificates/biomedical-engineering/index.php,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/certificates/biomedical-engineering/index.php,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/certificates/biomedical-engineering/index.php,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,©,https://a.cms.omniupdate.com/11/?skin=fau&account=chordata&site=Primary&action=de&path=/engineering/eecs/graduate/certificates/biomedical-engineering/index.pcf,https://www.fau.edu/engineering/eecs/graduate/certificates/biomedical-engineering/index.php,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/certificates/cyber-security/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/certificates/cyber-security/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/certificates/cyber-security/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/certificates/cyber-security/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,https://www.math.fau.edu/certificate-programs.php,http://www.math.fau.edu/certificate-programs.php,https://www.fau.edu/engineering/eecs/graduate/certificates/cyber-security/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/certificates/cyber-security/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,©,https://a.cms.omniupdate.com/11/?skin=fau&account=chordata&site=Primary&action=de&path=/engineering/eecs/graduate/certificates/cyber-security/index.pcf,https://www.fau.edu/engineering/eecs/graduate/certificates/cyber-security/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/certificates/energy-resilience/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/certificates/energy-resilience/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/certificates/energy-resilience/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/certificates/energy-resilience/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/certificates/energy-resilience/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,©,https://a.cms.omniupdate.com/11/?skin=fau&account=chordata&site=Primary&action=de&path=/engineering/eecs/graduate/certificates/energy-resilience/index.pcf,https://www.fau.edu/engineering/eecs/graduate/certificates/energy-resilience/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/minor/artificial-intelligence/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/minor/artificial-intelligence/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/minor/artificial-intelligence/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/minor/artificial-intelligence/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/minor/artificial-intelligence/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,©,https://a.cms.omniupdate.com/11/?skin=fau&account=chordata&site=Primary&action=de&path=/engineering/eecs/graduate/minor/artificial-intelligence/index.pcf,https://www.fau.edu/engineering/eecs/graduate/minor/artificial-intelligence/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/graduate/minor/business/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/graduate/minor/business/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/graduate/minor/business/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/graduate/minor/business/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/graduate/minor/business/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,©,https://a.cms.omniupdate.com/11/?skin=fau&account=chordata&site=Primary&action=de&path=/engineering/eecs/graduate/minor/business/index.pcf,https://www.fau.edu/engineering/eecs/graduate/minor/business/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/undergraduate/computer-engineering/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/undergraduate/computer-engineering/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/undergraduate/computer-engineering/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/undergraduate/computer-engineering/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/undergraduate/computer-engineering/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/undergraduate/computer-science/,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/undergraduate/computer-science/,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/undergraduate/computer-science/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/undergraduate/computer-science/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/undergraduate/computer-science/,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Visitor Information,https://www.fau.edu/engineering/visitor-info/,https://www.fau.edu/engineering/eecs/undergraduate/computer-science-ba/index.php,External or non-EECS web form/resource. Saved as link instead of downloaded.
other_relevant_resource,eLearning Undergraduate/Graduate Courses,https://www.fau.edu/online/online-programs/college-of-engineering-and-computer-science/,https://www.fau.edu/engineering/eecs/undergraduate/computer-science-ba/index.php,External or non-EECS web form/resource. Saved as link instead of downloaded.
certificate_or_minor,Graduate Degree & Certificate Programs,https://www.fau.edu/engineering/graduate/,https://www.fau.edu/engineering/eecs/undergraduate/computer-science-ba/index.php,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Graduate Forms,https://www.fau.edu/engineering/graduate/forms/,https://www.fau.edu/engineering/eecs/undergraduate/computer-science-ba/index.php,External or non-EECS web form/resource. Saved as link instead of downloaded.
form_or_application,Consumer Information,https://www.fau.edu/finaid/resources/other-resources/,https://www.fau.edu/engineering/eecs/undergraduate/computer-science-ba/index.php,External or non-EECS web form/resource. Saved as link instead of downloaded.
