course_code,prefix,number,level,title_or_context,source_page,linked_file_or_page,raw_text
EGN 4410C,EGN,4410C,undergraduate,Engineering Design I,https://www.fau.edu/engineering/eecs/undergraduate/syllabi-ee/,https://www.fau.edu/engineering/eecs/undergraduate/syllabi-ee/egn4410c-engineering-design1.pdf,EGN 4410C Engineering Design I
EGN 4411C,EGN,4411C,undergraduate,Engineering Design II,https://www.fau.edu/engineering/eecs/undergraduate/syllabi-ce-cs/,,EGN 4411C Engineering Design II
EGN 4411C,EGN,4411C,undergraduate,Engineering Design II,https://www.fau.edu/engineering/eecs/undergraduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/undergraduate/syllabi-ce-cs/egn4411c-eng-design2.pdf,EGN 4411C Engineering Design II
EGN 4411C,EGN,4411C,undergraduate,Engineering Design II,https://www.fau.edu/engineering/eecs/undergraduate/syllabi-ee/,,EGN 4411C Engineering Design II
EGN 4411C,EGN,4411C,undergraduate,Engineering Design II,https://www.fau.edu/engineering/eecs/undergraduate/syllabi-ee/,https://www.fau.edu/engineering/eecs/undergraduate/syllabi-ee/egn4411c-engineering-design2.pdf,EGN 4411C Engineering Design II
EGN 4950C,EGN,4950C,undergraduate,,https://www.fau.edu/engineering/eecs/undergraduate/computer-engineering/program-summary-bsce,,EGN 4950C
EGN 4950C,EGN,4950C,undergraduate,,https://www.fau.edu/engineering/eecs/undergraduate/computer-engineering/program-summary-bsce/index.php,,EGN 4950C
EGN 4950C,EGN,4950C,undergraduate,,https://www.fau.edu/engineering/eecs/undergraduate/computer-science/program-sumary-bscs/,,EGN 4950C
EGN 4952C,EGN,4952C,undergraduate,,https://www.fau.edu/engineering/eecs/undergraduate/computer-engineering/program-summary-bsce,,EGN 4952C
EGN 4952C,EGN,4952C,undergraduate,,https://www.fau.edu/engineering/eecs/undergraduate/computer-engineering/program-summary-bsce/index.php,,EGN 4952C
EGN 4952C,EGN,4952C,undergraduate,,https://www.fau.edu/engineering/eecs/undergraduate/computer-science/program-sumary-bscs/,,EGN 4952C
