url,status,status_code,content_type,error
https://www.fau.edu/engineering/eecs/undergraduate/computer-engineering/admiss-reqs/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/undergraduate/computer-engineering/degree-requirements-bsce/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/undergraduate/computer-engineering/program-summary-bsce,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/undergraduate/computer-engineering/outcomes/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/undergraduate/computer-engineering/program-summary-bsce/index.php,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/undergraduate/computer-science/admiss-reqs/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/undergraduate/computer-science/degree-requirements-bscs/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/undergraduate/computer-science/program-sumary-bscs/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/undergraduate/computer-science/outcomes/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/undergraduate/computer-science-ba/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/undergraduate/computer-science-ba/admiss-reqs/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/undergraduate/computer-science-ba/degree-reqs/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/undergraduate/computer-science-ba/program-sumary-bacs/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/undergraduate/computer-science-ba/outcomes/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/news/0226-engineering-code-launch/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/news/0126-ubicquia-innovation-center-opening/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/news/ai-eeg-decodes-dementia-type/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/news/1204-florida-academy-inductees/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/news/?page=1,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/news/?page=2,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/news/?page=3,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/news/?page=4,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/news/?page=15,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-phd/admission-req/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-phd/degree-req/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-phd/candidacy-transfer-credits/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-phd/dissertation-info/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-phd/program-fees/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-phd/info-sessions/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-phd/contact/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-ms-ai/information-sessions/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-masters/information-sessions/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-ms-itm/information-sessions/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-certificate-energy-resilience/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/research/nrt/traineeship/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/research/nrt/project/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/research/nrt/goals/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/research/nrt/organization/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/research/nrt/organization/management/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/research/nrt/courses/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/research/nrt/faculty/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/research/nrt/faculty/collaborators,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/research/nrt/research/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/research/nrt/students/cohort5/,ok,200,text/html; charset=UTF-8,
