top_k,bm25_k1,bm25_b,rrf_k,bm25_weight,dense_weight,ndcg_k,ndcg,map,combined_score
50,2.2,0.75,10,1.5,1.0,30,0.42432953984051697,0.3037536253209983,0.36404158258075764
50,1.5,0.75,30,1.0,0.75,30,0.42546457150872846,0.3026113055448264,0.36403793852677746
50,1.5,0.75,30,2.0,1.5,30,0.42546457150872846,0.3026113055448264,0.36403793852677746
100,1.5,0.9,30,2.0,0.75,30,0.41394084802647735,0.3140750839334209,0.3640079659799491
100,1.8,0.35,60,1.0,0.75,30,0.42258316988646366,0.3052815413555313,0.36393235562099746
100,1.8,0.35,60,2.0,1.5,30,0.42258316988646366,0.3052815413555313,0.36393235562099746
50,1.8,0.9,30,0.5,0.25,30,0.42515390184074936,0.302676375839171,0.3639151388399602
50,1.8,0.9,30,1.0,0.5,30,0.42515390184074936,0.302676375839171,0.3639151388399602
50,1.8,0.9,30,1.5,0.75,30,0.42515390184074936,0.302676375839171,0.3639151388399602
50,1.8,0.9,30,2.0,1.0,30,0.42515390184074936,0.302676375839171,0.3639151388399602
50,0.8,0.75,60,0.5,0.5,30,0.42770080219972856,0.3001108029641008,0.3639058025819147
50,0.8,0.75,60,1.0,1.0,30,0.42770080219972856,0.3001108029641008,0.3639058025819147
50,0.8,0.75,60,1.5,1.5,30,0.42770080219972856,0.3001108029641008,0.3639058025819147
30,0.8,0.55,30,0.5,1.5,30,0.4393868985711799,0.288395801268236,0.36389134991970795
50,1.8,0.75,30,2.5,1.5,30,0.4240315256877977,0.3037422464753535,0.3638868860815756
50,1.2,0.75,10,1.0,0.75,30,0.42636554628572837,0.30140396421392346,0.3638847552498259
50,1.2,0.75,10,2.0,1.5,30,0.42636554628572837,0.30140396421392346,0.3638847552498259
100,1.8,0.55,60,2.5,1.0,30,0.4213952910564963,0.30636976379383274,0.3638825274251645
100,1.2,0.75,90,1.5,0.5,30,0.42008473619839876,0.3076693078481931,0.3638770220232959
100,0.8,0.35,30,0.5,0.5,30,0.4224505835425961,0.3052780139836345,0.3638642987631153
100,0.8,0.35,30,1.0,1.0,30,0.4224505835425961,0.3052780139836345,0.3638642987631153
100,0.8,0.35,30,1.5,1.5,30,0.4224505835425961,0.3052780139836345,0.3638642987631153
30,0.8,0.35,10,0.5,1.5,30,0.43912424692189383,0.28859616700654345,0.3638602069642186
50,1.8,0.75,30,1.5,1.0,30,0.42377316740630544,0.3038930313928908,0.3638330993995981
100,1.5,0.55,90,0.5,0.25,30,0.41775807285267386,0.30987845705645134,0.3638182649545626
100,1.5,0.55,90,1.0,0.5,30,0.41775807285267386,0.30987845705645134,0.3638182649545626
100,1.5,0.55,90,1.5,0.75,30,0.41775807285267386,0.30987845705645134,0.3638182649545626
100,1.5,0.55,90,2.0,1.0,30,0.41775807285267386,0.30987845705645134,0.3638182649545626
50,1.5,0.9,90,0.5,0.25,30,0.42715671259677146,0.3004088524629666,0.36378278252986906
50,1.5,0.9,90,1.0,0.5,30,0.42715671259677146,0.3004088524629666,0.36378278252986906
50,1.5,0.9,90,1.5,0.75,30,0.42715671259677146,0.3004088524629666,0.36378278252986906
50,1.5,0.9,90,2.0,1.0,30,0.42715671259677146,0.3004088524629666,0.36378278252986906
100,2.2,0.55,60,0.5,0.25,30,0.42021213155626574,0.3072668208134543,0.36373947618486
100,2.2,0.55,60,1.0,0.5,30,0.42021213155626574,0.3072668208134543,0.36373947618486
100,2.2,0.55,60,1.5,0.75,30,0.42021213155626574,0.3072668208134543,0.36373947618486
100,2.2,0.55,60,2.0,1.0,30,0.42021213155626574,0.3072668208134543,0.36373947618486
30,1.8,0.75,90,0.5,1.0,30,0.4389201037997498,0.28855242714948154,0.3637362654746157
100,1.8,0.9,10,2.5,0.75,30,0.41563414762178513,0.31180441724068153,0.3637192824312333
50,1.8,0.75,60,0.5,0.25,30,0.4253980404815327,0.3019992361169702,0.3636986382992514
50,1.8,0.75,60,1.0,0.5,30,0.4253980404815327,0.3019992361169702,0.3636986382992514
50,1.8,0.75,60,1.5,0.75,30,0.4253980404815327,0.3019992361169702,0.3636986382992514
50,1.8,0.75,60,2.0,1.0,30,0.4253980404815327,0.3019992361169702,0.3636986382992514
30,1.2,0.9,90,0.5,0.75,30,0.43764850748007306,0.2897091200489373,0.36367881376450517
30,1.2,0.9,90,1.0,1.5,30,0.43764850748007306,0.2897091200489373,0.36367881376450517
100,1.8,0.75,30,2.5,1.0,30,0.41404952489044433,0.3132791132340912,0.36366431906226776
100,1.5,0.9,10,2.5,1.0,30,0.413311502374342,0.3139961385129761,0.363653820443659
50,1.2,0.55,30,1.5,1.5,30,0.42937265097387517,0.29792968189692637,0.36365116643540074
30,1.8,0.75,60,0.5,1.0,30,0.43881431155722755,0.2884532208002752,0.36363376617875137
100,1.5,0.75,60,2.5,1.0,30,0.4134972900805,0.3136744727823745,0.3635858814314372
50,1.2,0.55,30,0.5,0.5,30,0.4293145734159654,0.2978356969345204,0.36357513517524287
50,1.2,0.55,30,1.0,1.0,30,0.4293145734159654,0.2978356969345204,0.36357513517524287
100,1.2,0.55,30,2.5,1.5,30,0.4196376068757614,0.3073753826171252,0.3635064947464433
50,0.8,0.75,90,0.5,0.5,30,0.4271742644867137,0.2998341737870957,0.36350421913690467
50,0.8,0.75,90,1.0,1.0,30,0.4271742644867137,0.2998341737870957,0.36350421913690467
50,0.8,0.75,90,1.5,1.5,30,0.4271742644867137,0.2998341737870957,0.36350421913690467
100,0.8,0.55,90,2.5,1.5,30,0.4211732212246843,0.30582993193491864,0.3635015765798015
30,1.5,0.75,30,0.5,0.75,30,0.44250800357001724,0.2844885365670166,0.3634982700685169
30,1.5,0.75,30,1.0,1.5,30,0.44250800357001724,0.2844885365670166,0.3634982700685169
50,0.8,0.9,90,0.5,0.25,30,0.4308292092434954,0.2961548092121738,0.3634920092278346
50,0.8,0.9,90,1.0,0.5,30,0.4308292092434954,0.2961548092121738,0.3634920092278346
50,0.8,0.9,90,1.5,0.75,30,0.4308292092434954,0.2961548092121738,0.3634920092278346
50,0.8,0.9,90,2.0,1.0,30,0.4308292092434954,0.2961548092121738,0.3634920092278346
50,1.5,0.35,10,0.5,0.75,30,0.42926083751791005,0.2976908436168729,0.36347584056739146
50,1.5,0.35,10,1.0,1.5,30,0.42926083751791005,0.2976908436168729,0.36347584056739146
100,2.2,0.55,10,2.5,1.5,30,0.41956751011601673,0.3072871423679925,0.3634273262420046
50,1.5,0.9,30,1.0,0.75,30,0.4227305311797932,0.30408967573240797,0.3634101034561006
50,1.5,0.9,30,2.0,1.5,30,0.4227305311797932,0.30408967573240797,0.3634101034561006
100,2.2,0.75,30,2.5,1.0,30,0.4136135485691212,0.31319696069027453,0.36340525462969786
100,1.5,0.9,10,2.0,0.75,30,0.4131747494074577,0.31362928291404174,0.36340201616074974
30,0.8,0.75,60,0.5,1.5,30,0.43870286276436454,0.2881001918451183,0.3634015273047414
50,1.2,0.9,30,1.0,0.75,30,0.4237098931996841,0.30308781208095975,0.3633988526403219
50,1.2,0.9,30,2.0,1.5,30,0.4237098931996841,0.30308781208095975,0.3633988526403219
100,0.8,0.35,60,0.5,0.5,30,0.4214775595573902,0.3052373670124334,0.3633574632849118
100,0.8,0.35,60,1.0,1.0,30,0.4214775595573902,0.3052373670124334,0.3633574632849118
100,0.8,0.35,60,1.5,1.5,30,0.4214775595573902,0.3052373670124334,0.3633574632849118
100,2.2,0.75,60,2.0,0.75,30,0.4133220544231574,0.31334888560727087,0.36333547001521416
50,2.2,0.75,30,0.5,0.25,30,0.4264806108483599,0.3001866463326275,0.3633336285904937
50,2.2,0.75,30,1.0,0.5,30,0.4264806108483599,0.3001866463326275,0.3633336285904937
50,2.2,0.75,30,1.5,0.75,30,0.4264806108483599,0.3001866463326275,0.3633336285904937
50,2.2,0.75,30,2.0,1.0,30,0.4264806108483599,0.3001866463326275,0.3633336285904937
50,1.5,0.75,60,2.5,1.5,30,0.42682692728078914,0.299805344925346,0.36331613610306757
100,1.8,0.75,90,2.5,0.75,30,0.4172741177611318,0.3093459019760281,0.36331000986858
100,1.2,0.9,30,2.5,1.0,30,0.4134378140874782,0.31313735464883813,0.36328758436815817
50,0.8,0.9,10,1.0,0.75,30,0.4254175031101248,0.3011238350762877,0.36327066909320627
50,0.8,0.9,10,2.0,1.5,30,0.4254175031101248,0.3011238350762877,0.36327066909320627
100,0.8,0.9,60,2.0,0.75,30,0.41964848660911913,0.30688062725032367,0.36326455692972137
50,2.2,0.55,60,0.5,0.5,30,0.4279508391686684,0.2985616567924461,0.3632562479805572
50,2.2,0.55,60,1.0,1.0,30,0.4279508391686684,0.2985616567924461,0.3632562479805572
50,2.2,0.55,60,1.5,1.5,30,0.4279508391686684,0.2985616567924461,0.3632562479805572
30,1.5,0.75,90,0.5,1.0,30,0.4382952199694415,0.2881149321765847,0.3632050760730131
100,1.8,0.35,30,1.0,0.75,30,0.4214574411833874,0.3049434826738273,0.36320046192860733
100,1.8,0.35,30,2.0,1.5,30,0.4214574411833874,0.3049434826738273,0.36320046192860733
50,2.2,0.75,90,2.5,1.0,30,0.4271306603150354,0.29922652256295607,0.3631785914389957
100,0.8,0.9,30,2.0,0.75,30,0.42036366289971344,0.3059841342789927,0.36317389858935306
100,0.8,0.9,90,1.5,0.5,30,0.4210994602600437,0.30519660315201663,0.36314803170603016
50,1.2,0.75,90,1.5,1.0,30,0.4277067292171601,0.2985862691587253,0.36314649918794273
50,1.2,0.55,60,0.5,0.5,30,0.4286567443266437,0.2976292721003916,0.36314300821351764
50,1.2,0.55,60,1.0,1.0,30,0.4286567443266437,0.2976292721003916,0.36314300821351764
50,1.2,0.55,60,1.5,1.5,30,0.4286567443266437,0.2976292721003916,0.36314300821351764
50,1.8,0.9,90,2.0,0.75,30,0.427368219309766,0.2989075968621827,0.36313790808597435
50,1.2,0.55,90,0.5,0.5,30,0.42866348494211565,0.2976106575718268,0.36313707125697126
50,1.2,0.55,90,1.0,1.0,30,0.42866348494211565,0.2976106575718268,0.36313707125697126
50,1.2,0.55,90,1.5,1.5,30,0.42866348494211565,0.2976106575718268,0.36313707125697126
100,1.5,0.9,30,1.5,0.5,30,0.41263089316126517,0.31364288754102304,0.3631368903511441
50,2.2,0.75,10,2.5,1.5,30,0.4250728021873654,0.30119385897127265,0.363133330579319
30,0.8,0.9,10,0.5,1.0,30,0.4381089277705321,0.28808456027208457,0.3630967440213083
50,1.2,0.9,90,2.5,1.5,30,0.4255113125825632,0.300665691210893,0.3630885018967281
30,0.8,0.75,90,0.5,1.5,30,0.4383286491363663,0.2877285519610945,0.36302860054873043
50,1.5,0.75,90,2.5,1.5,30,0.42640934519353835,0.29963242185737965,0.363020883525459
100,1.2,0.55,10,1.5,1.0,30,0.4194390194433773,0.3065909795448386,0.363014999494108
50,1.2,0.75,60,1.5,1.0,30,0.42770437992740545,0.2983003685941948,0.3630023742608001
100,1.5,0.55,10,2.5,1.5,30,0.41554871473286786,0.31041998528772474,0.3629843500102963
30,1.8,0.75,30,0.5,1.0,30,0.4380152147304655,0.28792622554093467,0.3629707201357001
50,1.2,0.9,60,2.5,1.5,30,0.4252983443530787,0.30054884451778424,0.3629235944354315
50,1.5,0.75,10,1.0,0.75,30,0.4230631055698259,0.302677312126785,0.36287020884830545
50,1.5,0.75,10,2.0,1.5,30,0.4230631055698259,0.302677312126785,0.36287020884830545
100,1.2,0.55,60,0.5,0.25,30,0.4208242954457325,0.30490192830495694,0.3628631118753447
100,1.2,0.55,60,1.0,0.5,30,0.4208242954457325,0.30490192830495694,0.3628631118753447
100,1.2,0.55,60,1.5,0.75,30,0.4208242954457325,0.30490192830495694,0.3628631118753447
100,1.2,0.55,60,2.0,1.0,30,0.4208242954457325,0.30490192830495694,0.3628631118753447
30,1.5,0.75,30,0.5,1.0,30,0.437912046251309,0.2878135515051647,0.3628627988782368
50,1.8,0.55,10,1.0,0.75,30,0.4286330333148616,0.2970768761820191,0.3628549547484403
50,1.8,0.55,10,2.0,1.5,30,0.4286330333148616,0.2970768761820191,0.3628549547484403
50,2.2,0.9,10,1.5,0.5,30,0.4242830755895151,0.3014088528200673,0.3628459642047912
30,1.5,0.75,60,0.5,1.0,30,0.43783859802615904,0.2878335100839381,0.3628360540550486
100,1.8,0.9,60,2.5,0.5,30,0.4145699126710566,0.3110926365058927,0.36283127458847464
100,0.8,0.75,30,0.5,0.25,30,0.41921948104375967,0.30642954445768744,0.3628245127507236
100,0.8,0.75,30,1.0,0.5,30,0.41921948104375967,0.30642954445768744,0.3628245127507236
100,0.8,0.75,30,1.5,0.75,30,0.41921948104375967,0.30642954445768744,0.3628245127507236
100,0.8,0.75,30,2.0,1.0,30,0.41921948104375967,0.30642954445768744,0.3628245127507236
50,1.5,0.9,60,0.5,0.25,30,0.42608811217987413,0.29950827017140685,0.3627981911756405
50,1.5,0.9,60,1.0,0.5,30,0.42608811217987413,0.29950827017140685,0.3627981911756405
50,1.5,0.9,60,1.5,0.75,30,0.42608811217987413,0.29950827017140685,0.3627981911756405
50,1.5,0.9,60,2.0,1.0,30,0.42608811217987413,0.29950827017140685,0.3627981911756405
30,0.8,0.9,90,0.5,1.0,30,0.4369165551098696,0.2886675709094789,0.36279206300967426
50,1.8,0.9,60,2.5,0.75,30,0.4243771676983083,0.3011907123024567,0.3627839400003825
100,0.8,0.75,90,2.5,1.0,30,0.4212910825456505,0.30427170873274084,0.36278139563919565
50,1.2,0.55,10,0.5,0.5,30,0.42867723371728206,0.2968776505216896,0.3627774421194858
50,1.2,0.55,10,1.0,1.0,30,0.42867723371728206,0.2968776505216896,0.3627774421194858
50,1.2,0.55,10,1.5,1.5,30,0.42867723371728206,0.2968776505216896,0.3627774421194858
100,1.5,0.55,90,2.5,1.0,30,0.42058390196731216,0.3049691183599125,0.36277651016361234
50,2.2,0.55,90,0.5,0.5,30,0.42748357739664244,0.2980082425328915,0.36274590996476697
50,2.2,0.55,90,1.0,1.0,30,0.42748357739664244,0.2980082425328915,0.36274590996476697
50,2.2,0.55,90,1.5,1.5,30,0.42748357739664244,0.2980082425328915,0.36274590996476697
30,2.2,0.55,90,0.5,1.0,30,0.4400815823335416,0.28536622421604113,0.36272390327479137
100,2.2,0.35,90,1.0,0.75,30,0.41943578388246383,0.3059995983633773,0.36271769112292057
100,2.2,0.35,90,2.0,1.5,30,0.41943578388246383,0.3059995983633773,0.36271769112292057
100,0.8,0.35,90,0.5,0.5,30,0.4210096690804373,0.3044217224724366,0.3627156957764369
100,0.8,0.35,90,1.0,1.0,30,0.4210096690804373,0.3044217224724366,0.3627156957764369
100,0.8,0.35,90,1.5,1.5,30,0.4210096690804373,0.3044217224724366,0.3627156957764369
100,1.5,0.35,60,1.0,0.75,30,0.4214488631111267,0.30389650756853237,0.36267268533982955
100,1.5,0.35,60,2.0,1.5,30,0.4214488631111267,0.30389650756853237,0.36267268533982955
50,1.8,0.55,30,1.0,0.75,30,0.4281711371601284,0.29714856760692115,0.3626598523835248
50,1.8,0.55,30,2.0,1.5,30,0.4281711371601284,0.29714856760692115,0.3626598523835248
30,0.8,0.9,30,0.5,0.75,30,0.43979996971521235,0.2855026860682815,0.3626513278917469
30,0.8,0.9,30,1.0,1.5,30,0.43979996971521235,0.2855026860682815,0.3626513278917469
30,0.8,0.9,60,0.5,1.0,30,0.4367084593531988,0.28856802712371066,0.3626382432384547
100,2.2,0.9,30,1.5,0.25,30,0.41770563981871106,0.30755930377483176,0.3626324717967714
50,1.5,0.9,30,2.5,1.5,30,0.4233721632204423,0.3018846066423295,0.36262838493138594
100,1.5,0.55,90,2.0,0.75,30,0.42092158837134314,0.30426960940977565,0.36259559889055937
100,1.5,0.9,60,2.5,0.75,30,0.4129094310643414,0.31227188267677314,0.36259065687055725
50,2.2,0.35,30,0.5,1.0,30,0.4256672902176799,0.29950339491886774,0.3625853425682738
50,1.2,0.9,90,0.5,0.25,30,0.42564539247777816,0.29950549520010966,0.3625754438389439
50,1.2,0.9,90,1.0,0.5,30,0.42564539247777816,0.29950549520010966,0.3625754438389439
50,1.2,0.9,90,1.5,0.75,30,0.42564539247777816,0.29950549520010966,0.3625754438389439
50,1.2,0.9,90,2.0,1.0,30,0.42564539247777816,0.29950549520010966,0.3625754438389439
100,1.5,0.9,90,2.5,0.75,30,0.41410809459084436,0.3109571767455853,0.3625326356682148
30,0.8,0.9,30,0.5,1.0,30,0.4362402771795496,0.2887698260091018,0.36250505159432567
50,0.8,0.9,30,2.5,1.5,30,0.4281829062022798,0.29678901941634334,0.36248596280931156
50,1.2,0.35,60,0.5,1.0,30,0.42390599365921,0.3010290827124754,0.3624675381858427
30,2.2,0.9,30,0.5,0.5,30,0.4348328849600906,0.2900957314490937,0.36246430820459213
30,2.2,0.9,30,1.0,1.0,30,0.4348328849600906,0.2900957314490937,0.36246430820459213
30,2.2,0.9,30,1.5,1.5,30,0.4348328849600906,0.2900957314490937,0.36246430820459213
100,1.5,0.55,60,2.5,1.0,30,0.4199167609481202,0.3049892194276604,0.3624529901878903
50,1.5,0.9,30,1.5,1.0,30,0.4230738517384104,0.30176465857831847,0.36241925515836443
50,1.5,0.35,30,0.5,1.0,30,0.42486298277696033,0.2999128147250597,0.36238789875101
100,1.8,0.75,30,2.0,0.75,30,0.4123832444856959,0.3123822193967029,0.3623827319411994
50,1.8,0.9,90,1.5,0.5,30,0.42686992886831854,0.2978601145909769,0.3623650217296477
50,1.8,0.75,10,2.5,1.5,30,0.42329894533930534,0.3014128925127659,0.3623559189260356
100,1.2,0.75,30,2.5,1.0,30,0.4143207950326077,0.3103838345472738,0.3623523147899408
100,1.8,0.9,90,2.5,0.5,30,0.4128296730823508,0.3118404117724992,0.362335042427425
50,1.2,0.35,30,0.5,0.75,30,0.4265683424653191,0.2980694768364061,0.3623189096508626
50,1.2,0.35,30,1.0,1.5,30,0.4265683424653191,0.2980694768364061,0.3623189096508626
100,1.2,0.75,90,2.5,0.75,30,0.41886409792643026,0.30575267670538936,0.3623083873159098
50,1.8,0.9,10,0.5,0.25,30,0.4234072092596412,0.3011758063726205,0.36229150781613084
50,1.8,0.9,10,1.0,0.5,30,0.4234072092596412,0.3011758063726205,0.36229150781613084
50,1.8,0.9,10,1.5,0.75,30,0.4234072092596412,0.3011758063726205,0.36229150781613084
50,1.8,0.9,10,2.0,1.0,30,0.4234072092596412,0.3011758063726205,0.36229150781613084
30,2.2,0.35,10,0.5,1.5,30,0.43677525244292886,0.28780236950283905,0.36228881097288396
100,2.2,0.9,10,1.5,0.25,30,0.4170840278988884,0.30747032718396106,0.36227717754142474
50,0.8,0.75,10,0.5,0.5,30,0.4255799405124886,0.29893028308106867,0.3622551117967786
50,0.8,0.75,10,1.0,1.0,30,0.4255799405124886,0.29893028308106867,0.3622551117967786
50,0.8,0.75,10,1.5,1.5,30,0.4255799405124886,0.29893028308106867,0.3622551117967786
100,2.2,0.75,30,2.0,0.75,30,0.4118823341802811,0.31252092796365233,0.3622016310719667
50,2.2,0.9,30,1.0,0.25,30,0.4226256309532616,0.3017165772819256,0.36217110411759357
50,2.2,0.9,30,2.0,0.5,30,0.4226256309532616,0.3017165772819256,0.36217110411759357
100,0.8,0.55,30,1.5,1.0,30,0.417712978484546,0.30657717542811974,0.3621450769563329
100,1.5,0.75,60,2.0,0.75,30,0.41231242560318065,0.31197596667951555,0.3621441961413481
30,1.2,0.75,30,0.5,0.75,30,0.43993075232276896,0.28435387557232045,0.3621423139475447
30,1.2,0.75,30,1.0,1.5,30,0.43993075232276896,0.28435387557232045,0.3621423139475447
100,1.5,0.9,30,2.5,0.75,30,0.41188403351492614,0.3123618133463048,0.3621229234306155
50,1.8,0.75,90,2.5,1.0,30,0.42556288261260355,0.2986746815683343,0.36211878209046894
50,1.2,0.75,60,2.5,1.5,30,0.42660817459671396,0.29761168268345534,0.3621099286400846
50,1.8,0.75,10,1.5,1.0,30,0.42147614567804753,0.3027215748276743,0.3620988602528609
50,0.8,0.9,60,0.5,0.25,30,0.42879847684913325,0.2953902275758035,0.3620943522124684
50,0.8,0.9,60,1.0,0.5,30,0.42879847684913325,0.2953902275758035,0.3620943522124684
50,0.8,0.9,60,1.5,0.75,30,0.42879847684913325,0.2953902275758035,0.3620943522124684
50,0.8,0.9,60,2.0,1.0,30,0.42879847684913325,0.2953902275758035,0.3620943522124684
30,1.8,0.55,10,0.5,1.0,30,0.4381704830123124,0.2859446521885052,0.36205756760040875
50,1.2,0.75,90,2.5,1.5,30,0.4266330420355997,0.29745376342961294,0.3620434027326063
30,2.2,0.55,60,0.5,1.0,30,0.43935997600112126,0.28469205502683426,0.36202601551397773
30,1.5,0.55,10,0.5,1.0,30,0.4382202836365056,0.28575489261803494,0.3619875881272703
100,1.2,0.35,10,0.5,0.5,30,0.4174259231447934,0.30643479763227166,0.36193036038853255
100,1.2,0.35,10,1.0,1.0,30,0.4174259231447934,0.30643479763227166,0.36193036038853255
100,1.2,0.35,10,1.5,1.5,30,0.4174259231447934,0.30643479763227166,0.36193036038853255
100,1.8,0.35,90,1.0,0.75,30,0.41819707061207173,0.3056469375161729,0.36192200406412234
100,1.8,0.35,90,2.0,1.5,30,0.41819707061207173,0.3056469375161729,0.36192200406412234
100,2.2,0.75,60,1.5,0.5,30,0.41220982256435434,0.3115278624582311,0.3618688425112927
30,2.2,0.9,60,0.5,0.5,30,0.4342754632080449,0.2894508145447782,0.3618631388764115
30,2.2,0.9,60,1.0,1.0,30,0.4342754632080449,0.2894508145447782,0.3618631388764115
30,2.2,0.9,60,1.5,1.5,30,0.4342754632080449,0.2894508145447782,0.3618631388764115
30,1.8,0.35,10,0.5,1.5,30,0.43642914891337414,0.28728588730655513,0.36185751810996464
30,1.5,0.55,90,0.5,1.5,30,0.4375790016600097,0.286088404059341,0.3618337028596753
50,1.8,0.9,30,2.5,1.0,30,0.42266166807859606,0.3009272384248827,0.3617944532517394
50,2.2,0.75,90,2.0,0.75,30,0.42592957417121896,0.2975809049149169,0.36175523954306793
50,0.8,0.35,60,0.5,1.0,30,0.4237764879450672,0.29973115165319525,0.36175381979913124
50,2.2,0.9,90,1.5,0.25,30,0.42217839735393875,0.30130034439974035,0.36173937087683955
100,2.2,0.55,30,0.5,0.25,30,0.4176430153847172,0.3058269559173761,0.36173498565104667
100,2.2,0.55,30,1.0,0.5,30,0.4176430153847172,0.3058269559173761,0.36173498565104667
100,2.2,0.55,30,1.5,0.75,30,0.4176430153847172,0.3058269559173761,0.36173498565104667
100,2.2,0.55,30,2.0,1.0,30,0.4176430153847172,0.3058269559173761,0.36173498565104667
30,1.8,0.75,60,0.5,0.75,30,0.4375833158236664,0.28585437103165434,0.36171884342766036
30,1.8,0.75,60,1.0,1.5,30,0.4375833158236664,0.28585437103165434,0.36171884342766036
50,2.2,0.9,10,2.5,0.75,30,0.42336229029746547,0.30007396896425537,0.3617181296308604
50,1.8,0.9,60,2.5,1.0,30,0.4237481352730383,0.2996295052621781,0.3616888202676082
30,2.2,0.9,90,0.5,0.5,30,0.4341028391621023,0.2892404985449885,0.3616716688535454
30,2.2,0.9,90,1.0,1.0,30,0.4341028391621023,0.2892404985449885,0.3616716688535454
30,2.2,0.9,90,1.5,1.5,30,0.4341028391621023,0.2892404985449885,0.3616716688535454
100,1.8,0.55,90,1.5,0.5,30,0.4193967976480429,0.3039438646388411,0.361670331143442
50,1.5,0.9,90,2.5,1.0,30,0.4256230921811065,0.2976860480584695,0.36165457011978797
100,1.8,0.55,30,2.5,1.0,30,0.41748836792726196,0.30580150312889814,0.3616449355280801
50,0.8,0.9,10,1.5,1.0,30,0.4254930496461135,0.2977530808879978,0.3616230652670557
100,2.2,0.9,90,2.0,0.25,30,0.4155349846143396,0.3077094755255043,0.36162223006992195
50,1.8,0.55,60,1.0,0.75,30,0.4269740714075513,0.29626634559880893,0.3616202085031801
50,1.8,0.55,60,2.0,1.5,30,0.4269740714075513,0.29626634559880893,0.3616202085031801
50,1.8,0.55,90,1.0,0.75,30,0.427408209348165,0.2958315268348642,0.3616198680915146
50,1.8,0.55,90,2.0,1.5,30,0.427408209348165,0.2958315268348642,0.3616198680915146
100,1.2,0.9,60,2.5,0.75,30,0.4135957693799792,0.3096241704825851,0.36160996993128214
100,1.8,0.75,60,1.5,0.5,30,0.4127330607714691,0.3104625294182745,0.3615977950948718
50,1.8,0.9,30,2.0,0.75,30,0.42229860140054837,0.30089368116650295,0.3615961412835257
50,1.5,0.55,10,1.0,0.75,30,0.4274504492530844,0.29572033704852224,0.3615853931508033
50,1.5,0.55,10,2.0,1.5,30,0.4274504492530844,0.29572033704852224,0.3615853931508033
50,1.2,0.35,90,0.5,1.0,30,0.4232172622906592,0.29994801482136774,0.36158263855601347
50,1.8,0.35,30,0.5,1.0,30,0.4254430914180711,0.2976326990290116,0.36153789522354135
50,1.8,0.9,60,1.5,0.5,30,0.42346945116239976,0.2995444475820313,0.3615069493722155
100,1.2,0.9,30,1.5,0.5,30,0.41320629873690207,0.30980520977577963,0.36150575425634085
30,2.2,0.55,30,0.5,1.0,30,0.43890626235801156,0.28408512455637946,0.3614956934571955
50,1.5,0.55,30,1.0,0.75,30,0.4272207030401724,0.2957562933144479,0.36148849817731016
50,1.5,0.55,30,2.0,1.5,30,0.4272207030401724,0.2957562933144479,0.36148849817731016
100,2.2,0.35,60,1.0,0.75,30,0.41831679637440194,0.30464923123105375,0.36148301380272785
100,2.2,0.35,60,2.0,1.5,30,0.41831679637440194,0.30464923123105375,0.36148301380272785
30,0.8,0.55,10,0.5,1.0,30,0.4386297034842023,0.28431828670054676,0.36147399509237454
50,1.5,0.9,90,2.0,0.75,30,0.42555871702172493,0.2973311710732521,0.3614449440474885
100,1.8,0.75,10,2.5,1.0,30,0.4124381205936438,0.31043973437495975,0.3614389274843018
50,1.2,0.75,30,1.5,1.0,30,0.4241440491382222,0.29872361695245503,0.3614338330453386
50,1.8,0.75,30,0.5,0.25,30,0.4225911820090563,0.30023555363955673,0.36141336782430655
50,1.8,0.75,30,1.0,0.5,30,0.4225911820090563,0.30023555363955673,0.36141336782430655
50,1.8,0.75,30,1.5,0.75,30,0.4225911820090563,0.30023555363955673,0.36141336782430655
50,1.8,0.75,30,2.0,1.0,30,0.4225911820090563,0.30023555363955673,0.36141336782430655
50,1.5,0.75,90,0.5,0.25,30,0.42545762552344407,0.29736655731632317,0.3614120914198836
50,1.5,0.75,90,1.0,0.5,30,0.42545762552344407,0.29736655731632317,0.3614120914198836
50,1.5,0.75,90,1.5,0.75,30,0.42545762552344407,0.29736655731632317,0.3614120914198836
50,1.5,0.75,90,2.0,1.0,30,0.42545762552344407,0.29736655731632317,0.3614120914198836
30,1.5,0.55,60,0.5,1.5,30,0.4369869821878464,0.2858366220599916,0.361411802123919
100,2.2,0.75,10,2.5,1.0,30,0.4125866931818742,0.31019540876549895,0.36139105097368657
50,2.2,0.75,60,2.5,1.0,30,0.42413764243186075,0.2986364096935291,0.3613870260626949
50,1.5,0.75,30,1.5,1.0,30,0.42232559456568175,0.30042133748327454,0.3613734660244782
50,1.2,0.9,30,1.5,1.0,30,0.42144430973946523,0.3012925457989707,0.36136842776921796
100,1.2,0.55,30,0.5,0.25,30,0.4185472735484254,0.3041815380596445,0.36136440580403495
100,1.2,0.55,30,1.0,0.5,30,0.4185472735484254,0.3041815380596445,0.36136440580403495
100,1.2,0.55,30,1.5,0.75,30,0.4185472735484254,0.3041815380596445,0.36136440580403495
100,1.2,0.55,30,2.0,1.0,30,0.4185472735484254,0.3041815380596445,0.36136440580403495
50,1.8,0.35,10,0.5,0.75,30,0.4265961089552713,0.29613248297450834,0.36136429596488984
50,1.8,0.35,10,1.0,1.5,30,0.4265961089552713,0.29613248297450834,0.36136429596488984
100,1.2,0.55,90,0.5,0.25,30,0.4172116368409588,0.30551406089310923,0.361362848867034
