query_id,doc_id,rank,score
q03,pdf_0515_professional-certificate-big-data-analytics-application::chunk_001,2,74.6555
q03,pdf_0344_certificate-big-data-analytics-application::chunk_001,3,66.2335
q03,pdf_0283_big-data-analytics-cert-program-worksheet::chunk_001,4,59.5676
q03,course_0035_CAP_6776::chunk_001,5,57.2804
q03,pdf_0305_cap6315social-networks-big-data-analytics::chunk_001,6,55.2783
q03,pdf_0317_cap6780big-data-analytics::chunk_001,7,53.4975
q03,course_0039_CAP_6780::chunk_001,8,50.4958
q03,course_0012_CAP_6315::chunk_001,9,49.992
q03,pdf_0498_ms-in-data-science-analytics-program-worksheet-6-2025::chunk_002,10,42.5283
q03,course_0011_CAP_6315::chunk_001,11,40.0125
q03,pdf_0488_ms--dsa--worksheet::chunk_001,12,38.837
q03,pdf_0498_ms-in-data-science-analytics-program-worksheet-6-2025::chunk_001,13,36.5957
q03,pdf_0343_certificate-artificial-intelligence-program-worksheet::chunk_001,14,33.7122
q03,pdf_0342_certificate-artificial-intelligence--program-worksheet::chunk_001,15,33.6655
q03,pdf_0502_ms-in-information-technology-management-computer-science-dat::chunk_001,16,32.7388
q03,pdf_0488_ms--dsa--worksheet::chunk_002,17,32.3836
q03,pdf_0278_artificial-inteligence-certificate-worksheet-jan6::chunk_001,18,30.3698
q03,pdf_0493_ms-egit-csda-worksheet::chunk_001,19,30.1311
q03,pdf_0279_artificial-inteligence-minor-worksheet-jan6::chunk_001,20,28.7009
q03,pdf_0409_data-science-certificate-program-application::chunk_001,21,27.6229
q03,pdf_0287_bs-phd-csc-data-science-anly-concn12.09.2025::chunk_001,22,27.6014
q03,pdf_0505_ms-phd-csc-data-science-anly-concn12.09.2025::chunk_001,23,27.3958
q03,pdf_0514_professional-certificate-ai-worksheet::chunk_001,24,27.3854
q03,pdf_0410_data-science-certificate-worksheet::chunk_001,25,27.1239
q03,course_0040_CAP_6807::chunk_001,26,26.8024
q03,pdf_0513_professional-ai-certificate-program-application::chunk_001,27,25.5776
q03,pdf_0318_cap6807computational-adv::chunk_001,28,25.5509
q03,pdf_0277_4-plus-1-itm-csda::chunk_001,29,25.4288
q03,pdf_0517_professional-certificate-energy-resilience-application::chunk_001,30,24.8897
q03,pdf_0386_cop6726new-directions-database-systems::chunk_001,31,24.2213
q03,pdf_0502_ms-in-information-technology-management-computer-science-dat::chunk_002,32,23.1823
q03,pdf_0518_professional-certificate-energy-resilience-worksheet::chunk_001,33,22.683
q03,pdf_0522_professional-ms-itm-csda-concentration-worksheet::chunk_001,34,20.9881
q03,pdf_0492_ms-egit-ait-worksheet::chunk_001,35,20.7943
q03,pdf_0346_certificate-cyber-security-application::chunk_001,36,20.628
q03,pdf_0501_ms-in-information-technology-management-advance-information-::chunk_001,37,20.5783
q03,pdf_0294_cap-6610-applied-machine-learning::chunk_001,38,20.552
q03,pdf_0302_cap5768introduction-to-data-science::chunk_001,39,20.1129
q03,pdf_0341_certificate-artificial--intelligence-program-application::chunk_001,40,20.0366
q03,pdf_0281_artificial-intelligence-certificate-program-application-jan6::chunk_001,41,19.9638
q03,pdf_0347_certificate-energy-resilience-program-application::chunk_001,42,19.9041
q03,pdf_0307_cap6546Data-mining-for-bioinformatics::chunk_001,43,19.5787
q03,pdf_0299_cap4770intro-data-mining-machine-intelligence::chunk_001,44,19.4238
q03,pdf_0510_newcertificate-artificial-intelligence-worksheet::chunk_001,45,19.2761
q03,pdf_0280_artificial-intelligence-cert-program-worksheet::chunk_001,46,19.2413
q03,pdf_0406_cybersecurity-certificate-worksheet-2023::chunk_001,47,19.217
q03,pdf_0345_certificate-biomedical-engineering-program-application::chunk_001,48,18.6673
q03,pdf_0405_cybersecurity-certificate-program-application::chunk_001,49,17.8186
q03,pdf_0348_certificate-energy-resilience-program-worksheet::chunk_001,50,17.1392
q03,pdf_0407_cybersecurity-minor-program-application::chunk_001,51,16.7808
q03,pdf_0370_cop3530data-structures-algorithm-analysis::chunk_001,52,16.3302
q03,course_0018_CAP_6619::chunk_001,53,16.1762
q03,course_0021_CAP_6629::chunk_001,54,16.1762
q03,pdf_0388_cop6731theory-implementation-database-systems::chunk_001,55,16.0347
q03,pdf_0404_cyber-security-cert-program-worksheet::chunk_001,56,14.1663
q03,pdf_0519_professional-ms-ai-worksheet::chunk_001,57,14.1285
q03,pdf_0282_artificial-intelligence-minor-program-application-jan6::chunk_001,58,14.0075
q03,pdf_0366_computer-science-minor-program-application::chunk_001,59,13.9651
q03,pdf_0483_minor--artificial-intelligence-application::chunk_001,60,13.9206
q03,course_0030_CAP_6673::chunk_001,61,13.8946
q03,pdf_0494_ms-egit-csec-worksheet::chunk_001,62,13.8397
q03,pdf_0503_ms-in-information-technology-management-cybersecurity-progra::chunk_001,63,13.6593
q03,course_0008_CAP_5768::chunk_001,64,13.5164
q03,pdf_0384_cop5859semantic-web-programming::chunk_001,65,13.2658
q03,course_0025_CAP_6635::chunk_001,66,13.0344
q03,pdf_0326_cda6122eval-parallel-dist-systs::chunk_001,67,12.9734
q03,course_0020_CAP_6619::chunk_001,68,12.8022
